P19,16.54
P20,18.6
P279,37.54
P37,43.33
P413,0.0
P449,26.52
P47,5.68
P138,38.63
P364,46.03
P463,75.86
P101,14.66
P106,1.22
P527,2.2
P530,2.74
P176,60.23
P27,0.0
P407,10.5
P30,24.61
P178,61.16
P1376,59.78
P131,20.0
P1412,49.78
P108,3.44
P136,0.47
P17,22.04
P39,2.68
P264,0.0
P276,35.29
P937,30.83
P140,0.69
P1303,6.04
P127,22.46
P103,71.6
P190,2.39
P1001,76.2
P31,18.03
P495,1.1
P159,37.08
P36,53.83
P740,0.0
P361,16.93
