P19,6.28
P20,3.18
P279,35.66
P37,40.44
P413,0.0
P449,15.49
P47,4.15
P138,59.01
P364,30.16
P463,75.86
P101,10.3
P106,0.97
P527,1.67
P530,2.84
P176,73.52
P27,0.0
P407,49.36
P30,36.81
P178,62.35
P1376,57.54
P131,23.74
P1412,53.14
P108,6.08
P136,0.0
P17,24.34
P39,1.44
P264,0.0
P276,35.69
P937,27.32
P140,0.23
P1303,3.51
P127,27.95
P103,66.27
P190,1.79
P1001,73.04
P31,20.52
P495,2.32
P159,35.08
P36,35.32
P740,0.0
P361,21.69
