P19,15.38
P20,5.63
P279,39.65
P37,46.56
P413,0.11
P449,28.62
P47,5.07
P138,56.65
P364,41.01
P463,78.82
P101,15.53
P106,1.83
P527,3.03
P530,4.63
P176,67.72
P27,0.1
P407,51.23
P30,30.87
P178,60.14
P1376,59.78
P131,19.74
P1412,60.28
P108,7.14
P136,0.0
P17,13.38
P39,5.36
P264,0.0
P276,38.3
P937,24.62
P140,1.38
P1303,7.99
P127,28.43
P103,69.21
P190,2.54
P1001,62.95
P31,25.06
P495,1.77
P159,35.83
P36,51.91
P740,1.19
P361,24.07
